事件分组,事件名称,事件中文名,属性名称,属性中文名,属性数据类型,判定位置,ext命中样本数,personal命中样本数,事件样本数,ext样例值,personal样例值
Pay,PayPopup,支付礼包曝光,ed_mainBuildingLevel,大本等级,字符串,personal,0,30,30,,9 | 9 | 9
Pay,PayPopupClick,点击购买按钮,ed_productId,礼包id,字符串,personal,0,30,30,,90217 | 80041 | 81053
Pay,PayPopupClick,点击购买按钮,ed_popupSourceButton,来源面板Button,字符串,personal,0,30,30,,RefreshGiftState | tab_7 | auto
Pay,PayPopupClick,点击购买按钮,ed_popupSourceId,来源面板ID,字符串,personal,0,30,30,,radar_main_panel1763588377628 | recharge_shop_group1763571958428 | 1000
Pay,PayPopupClick,点击购买按钮,ed_popupSourceName,来源面板名称,字符串,personal,0,30,30,,radar_main_panel | recharge_shop_group | RechargeModule
Pay,PayPopupClick,点击购买按钮,ed_popupFirstId,首次展示含有礼包的面板生成的唯一ID,字符串,personal,0,30,30,,f_speed_up_panel1763588215647 | f_speed_up_panel1763571675891 | f_recharge_limited_time_panel1763566206885
Pay,PayPopupClick,点击购买按钮,ed_popupFirstName,首次展示含有礼包的面板对应名称,字符串,personal,0,30,30,,QuickRecharge_10002 | QuickRecharge_10001 | f_recharge_limited_time_panel
Pay,PayPopupClick,点击购买按钮,ed_popupId,面板唯一ID,字符串,personal,0,30,30,,radar_main_panel1763588377628 | f_recharge_gift_shop_group1763571964563 | f_recharge_limited_time_panel1763566206885
Pay,PayPopupClick,点击购买按钮,ed_popupName,面板名称,字符串,personal,0,30,30,,radar_main_panel | f_recharge_gift_shop_group | f_recharge_limited_time_panel
Pay,PayPopupClick,点击购买按钮,ed_mainBuildingLevel,大本等级,字符串,personal,0,30,30,,21 | 17 | 12
Login,LaunchVersionBestRequest,请求最佳总控地址，参数domain,costTime,耗时【毫秒】,数字,personal,0,22,22,,603 | 50 | 50
Login,LaunchVersionBestRequest,请求最佳总控地址，参数domain,domain,域名,字符串,personal,0,22,22,,https://firstwar-web.elexapp.com/version | https://firstwar-aws-web.elexmobile.com/version | https://firstwar-aws-web.elexmobile.com/version
Login,LaunchPingFailed,ping总控地址失败,domain,域名,字符串,personal,0,30,30,,firstwar-aws-web.elexmobile.com | firstwar-web.elexapp.com | firstwar-gcp-web.elexgoogle.com
Login,LaunchPingSuccess,ping总控地址成功,costTime,耗时【毫秒】,数字,personal,0,30,30,,59 | 134 | 24
Login,LaunchPingSuccess,ping总控地址成功,domain,域名,字符串,personal,0,30,30,,firstwar-web.elexapp.com | firstwar-gcp-web.elexgoogle.com | firstwar-aws-web.elexmobile.com
Pay,PayFinish,BI-支付完成,ed_payCode,支付码,字符串,personal,0,30,30,,0 | 52007 | 52007
Pay,PayFinish,BI-支付完成,ed_payResult,支付结果,字符串,personal,0,30,30,,success | cancel | cancel
Pay,PayStart,开始支付前事件,ed_popupName,界面名,字符串,personal,0,28,30,,radar_main_panel | f_recharge_gift_shop_group | f_recharge_limited_time_panel
Login,LaunchVersionRequest,请求总控地址，参数domain,domain,域名,字符串,personal,0,30,30,,https://firstwar-gcp-web.elexgoogle.com/version | https://firstwar-gcp-web.elexgoogle.com/version | https://firstwar-gcp-web.elexgoogle.com/version
Sys,ep_dns_parse_success,sdk dns接些,elapsedTs,耗时(ms),字符串,personal,0,9,9,,659 | 3427 | 418
Sys,ep_dns_parse_success,sdk dns接些,parseService,解析方式,字符串,personal,0,9,9,,HTTP | HTTP | HTTP
Battle,MobCopyidResult,mob小关通关情况,ed_mobTime,mob小关消耗时长（单位秒）,字符串,样本未发现,0,0,0,,
Battle,MobCopyidResult,mob小关通关情况,ed_mobResult,进入关卡结果,字符串,样本未发现,0,0,0,,
Battle,MobCopyidResult,mob小关通关情况,ed_mobCopyId,mob小关id,字符串,样本未发现,0,0,0,,
Battle,MobCopyidResult,mob小关通关情况,ed_mainBuildingLevel,大本等级,数字,样本未发现,0,0,0,,
Sys,AliDnsAnalyze,域名解析监控,costTime,耗时/秒,数字,样本未发现,0,0,0,,
Sys,AliDnsAnalyze,域名解析监控,url,域名,字符串,样本未发现,0,0,0,,
Sys,AliDnsAnalyze,域名解析监控,result,是否解析成功,字符串,样本未发现,0,0,0,,
Popup,DialogueEnd,弹出对话打点（对话结束）,dialogID,对话ID,字符串,personal,0,30,30,,980041 | 980013 | 980012
Popup,DialogueEnd,弹出对话打点（对话结束）,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,9 | 9 | 9
Radar,RadarUpgrade,雷达升级,ed_radarLevel,当前雷达等级,字符串,personal,0,30,30,,9 | 3 | 5
Radar,RadarUpgrade,雷达升级,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,23 | 7 | 10
Radar,RadarTaskFinish,完成雷达任务,ed_radarMissionId,雷达任务id,字符串,personal,0,30,30,,66024 | 231021 | 231028
Radar,RadarTaskFinish,完成雷达任务,ed_radarLevel,当前雷达等级,字符串,personal,0,30,30,,3 | 8 | 8
Radar,RadarTaskFinish,完成雷达任务,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,7 | 23 | 23
Technology,TechnologyDonation,个人科技升级,ed_techLevel,科技升级后等级,字符串,personal,0,30,30,,1 | 5 | 2
Technology,TechnologyDonation,个人科技升级,ed_isInstant,是否立即完成,字符串,personal,0,30,30,,True | True | True
Technology,TechnologyDonation,个人科技升级,ed_techId,科技id,字符串,personal,0,30,30,,103 | 807 | 101
Technology,TechnologyDonation,个人科技升级,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,7 | 23 | 9
Block,BlockUnlock,地块解锁,ed_blockId,地块id,字符串,personal,0,30,30,,16 | 26 | 25
Block,BlockUnlock,地块解锁,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,9 | 15 | 15
Shop,ShopSale,商品售卖比例,ed_price,货币价格,字符串,personal,0,30,30,,1152 | 2700 | 2800
Shop,ShopSale,商品售卖比例,ed_currency,货币类型,字符串,personal,0,30,30,,5 | 102 | 5
Shop,ShopSale,商品售卖比例,ed_setNum,上架数量,字符串,personal,0,30,30,,50 | 10 | 50
Shop,ShopSale,商品售卖比例,ed_goodsIdNum,商品数量,字符串,personal,0,30,30,,16 | 3 | 14
Shop,ShopSale,商品售卖比例,ed_goodsId,商品id,字符串,personal,0,30,30,,1010113 | 1010314 | 1010120
Shop,ShopSale,商品售卖比例,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,23 | 23 | 17
Alliance,AllianceHelp,联盟帮助,ed_isHelpOne,是否帮助单人,字符串,personal,0,30,30,,True | True | True
Alliance,AllianceHelp,联盟帮助,ed_helpUniqId,帮助唯一id,字符串,personal,0,30,30,,9341463610_529 | 9341463610_530 | 9341463610_525
Alliance,AllianceHelp,联盟帮助,ed_helpUid,被帮助人uid,字符串,personal,0,30,30,,944137683140610 | 944137683140610 | 942350975172610
Alliance,AllianceHelp,联盟帮助,ed_helpType,请求的帮助类型,字符串,personal,0,30,30,,HELP_BUILDING | HELP_SCIENCE | HELP_BUILDING
Alliance,AllianceHelp,联盟帮助,ed_allianceId,联盟id,字符串,personal,0,30,30,,9341463610 | 9341463610 | 9341463610
Alliance,AllianceHelp,联盟帮助,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,9 | 9 | 7
Alliance,ApplyAlliance,申请联盟,ed_allianceId,联盟id,字符串,personal,0,30,30,,9341463610 | 9341463610 | 9341463610
Alliance,ApplyAlliance,申请联盟,ed_allianceName,联盟名称,字符串,personal,0,30,30,,harjinder  | harjinder  | harjinder 
Alliance,ApplyAlliance,申请联盟,ed_allianceOwnerId,盟主id,字符串,personal,0,30,30,,942694572687362 | 942694572687362 | 942694572687362
Alliance,ApplyAlliance,申请联盟,ed_currentMemberNumber,联盟当前人数,字符串,personal,0,30,30,,38 | 37 | 36
Alliance,ApplyAlliance,申请联盟,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,-1 | -1 | -1
Alliance,ApplyAlliance,申请联盟,ed_maxMemberNumber,联盟人数上限,字符串,personal,0,30,30,,100 | 100 | 100
Alliance,DismissAlliance,解散联盟,ed_allianceId,联盟id,字符串,样本未发现,0,0,0,,
Alliance,DismissAlliance,解散联盟,ed_allianceName,联盟名称,字符串,样本未发现,0,0,0,,
Alliance,DismissAlliance,解散联盟,ed_allianceOwnerId,盟主id,字符串,样本未发现,0,0,0,,
Alliance,DismissAlliance,解散联盟,ed_currentMemberNumber,联盟当前人数,字符串,样本未发现,0,0,0,,
Alliance,DismissAlliance,解散联盟,ed_mainBuildingLevel,大本等级,数字,样本未发现,0,0,0,,
Alliance,DismissAlliance,解散联盟,ed_maxMemberNumber,联盟人数上限,字符串,样本未发现,0,0,0,,
Alliance,JoinAlliance,加入联盟,ed_allianceId,联盟id,字符串,personal,0,30,30,,9341463610 | 9341463610 | 9341463610
Alliance,JoinAlliance,加入联盟,ed_allianceName,联盟名称,字符串,personal,0,30,30,,harjinder  | harjinder  | harjinder 
Alliance,JoinAlliance,加入联盟,ed_allianceOwnerId,盟主id,字符串,personal,0,30,30,,942694572687362 | 942694572687362 | 942694572687362
Alliance,JoinAlliance,加入联盟,ed_currentMemberNumber,联盟当前人数,字符串,personal,0,30,30,,38 | 37 | 36
Alliance,JoinAlliance,加入联盟,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,-1 | -1 | -1
Alliance,JoinAlliance,加入联盟,ed_maxMemberNumber,联盟人数上限,字符串,personal,0,30,30,,100 | 100 | 100
Alliance,JoinAlliance,加入联盟,ed_route,加入联盟途径,字符串,personal,0,30,30,,apply | apply | apply
Alliance,LeaveAlliance,退出联盟,ed_allianceId,联盟id,字符串,personal,0,20,20,,9341463603 | 9341463563 | 9341463563
Alliance,LeaveAlliance,退出联盟,ed_allianceName,联盟名称,字符串,personal,0,20,20,,steamedhams | GutsNGiggles | GutsNGiggles
Alliance,LeaveAlliance,退出联盟,ed_allianceOwnerId,盟主id,字符串,personal,0,20,20,,867584161611778 | 15943630061570 | 15943630061570
Alliance,LeaveAlliance,退出联盟,ed_currentMemberNumber,联盟当前人数,字符串,personal,0,20,20,,93 | 68 | 69
Alliance,LeaveAlliance,退出联盟,ed_mainBuildingLevel,大本等级,数字,personal,0,20,20,,8 | -1 | -1
Alliance,LeaveAlliance,退出联盟,ed_maxMemberNumber,联盟人数上限,字符串,personal,0,20,20,,100 | 100 | 100
Alliance,LeaveAlliance,退出联盟,ed_route,退出联盟途径,字符串,personal,0,20,20,,initiative | passive | passive
Hero,HeroLevelUp,英雄升级,ed_currentLevel,升级后的英雄等级,字符串,personal,0,30,30,,85 | 88 | 87
Hero,HeroLevelUp,英雄升级,ed_heroId,英雄id,字符串,personal,0,30,30,,1405 | 1405 | 1405
Hero,HeroLevelUp,英雄升级,ed_heroStar,英雄星级,字符串,personal,0,30,30,,11 | 11 | 11
Hero,HeroLevelUp,英雄升级,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,21 | 21 | 21
Hero,HeroLevelUp,英雄升级,ed_oldLevel,升级前的英雄等级,字符串,personal,0,30,30,,84 | 87 | 86
Resource,HeroRecruit,酒馆抽卡,ed_cardType,卡池类型,字符串,personal,0,30,30,,2 | 2 | 2
Resource,HeroRecruit,酒馆抽卡,ed_costType,抽卡货币类型,字符串,personal,0,30,30,,1 | 1 | 1
Resource,HeroRecruit,酒馆抽卡,ed_drawResult,抽卡结果,字符串,personal,0,30,30,,"[{""itemId"": 817003, ""itemNum"": 1}] | [{""itemId"": 816106, ""itemNum"": 30}] | [{""itemId"": 816106, ""itemNum"": 30}]"
Resource,HeroRecruit,酒馆抽卡,ed_isFree,是否免费招募,字符串,personal,0,30,30,,True | True | False
Resource,HeroRecruit,酒馆抽卡,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,7 | 9 | 9
Resource,HeroRecruit,酒馆抽卡,ed_recruitTimes,抽取次数,字符串,personal,0,30,30,,1 | 1 | 1
Hero,HeroSkillUpgrade,英雄技能升级,ed_heroId,英雄id,字符串,personal,0,30,30,,1410 | 1410 | 1410
Hero,HeroSkillUpgrade,英雄技能升级,ed_heroLevel,英雄等级,字符串,personal,0,30,30,,45 | 45 | 50
Hero,HeroSkillUpgrade,英雄技能升级,ed_heroStar,英雄星级,字符串,personal,0,30,30,,15 | 15 | 13
Hero,HeroSkillUpgrade,英雄技能升级,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,9 | 9 | 10
Hero,HeroSkillUpgrade,英雄技能升级,ed_newSkillLevel,升级后技能等级,字符串,personal,0,30,30,,7 | 6 | 4
Hero,HeroSkillUpgrade,英雄技能升级,ed_oldSkillLevel,升级前技能等级,字符串,personal,0,30,30,,6 | 5 | 3
Hero,HeroSkillUpgrade,英雄技能升级,ed_skillId,升级的技能id,字符串,personal,0,30,30,,14102 | 14102 | 14102
Hero,HeroStarUp,英雄升星,ed_heroId,英雄id,字符串,personal,0,30,30,,1404 | 1404 | 1404
Hero,HeroStarUp,英雄升星,ed_heroLevel,英雄等级,字符串,personal,0,30,30,,45 | 45 | 45
Hero,HeroStarUp,英雄升星,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,9 | 9 | 9
Hero,HeroStarUp,英雄升星,ed_newStar,升星后的英雄星级,字符串,personal,0,30,30,,4 | 5 | 3
Task,DailyLivenessAdd,日常活跃度增加,ed_totalLiveness,当前总活跃度数量,字符串,personal,0,30,30,,180 | 140 | 130
Task,DailyLivenessAdd,日常活跃度增加,ed_livenessCount,增加活跃度数量,字符串,personal,0,30,30,,10 | 10 | 10
Task,DailyLivenessAdd,日常活跃度增加,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,23 | 9 | 9
Task,DailyLivenessReward,领取日常活跃度宝箱奖励,ed_livenessId,活跃度id,字符串,personal,0,30,30,,3 | 3 | 2
Task,DailyLivenessReward,领取日常活跃度宝箱奖励,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,13 | 9 | 13
Task,ChapterTaskReward,领取章节总奖励,ed_chapterId,章节id,字符串,personal,0,30,30,,3 | 2 | 1
Task,ChapterTaskReward,领取章节总奖励,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,5 | 3 | 2
Task,TaskReward,任务奖励,ed_taskType,任务类型,字符串,personal,0,30,30,,2 | 800103 | 800104
Task,TaskReward,任务奖励,ed_taskId,任务id,字符串,personal,0,30,30,,9832161 | 800103 | 800104
Task,TaskReward,任务奖励,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,9 | 9 | 9
Task,TaskFinish,任务完成,ed_taskType,任务类型,字符串,personal,0,30,30,,2 | 2 | 2
Task,TaskFinish,任务完成,ed_taskId,任务id,字符串,personal,0,30,30,,9832161 | 9832160 | 9832159
Task,TaskFinish,任务完成,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,9 | 9 | 9
Army,TrainArmy,训练军队,ed_count,军队数量,字符串,personal,0,30,30,,435 | 441 | 375
Army,TrainArmy,训练军队,ed_isInstant,是否立即完成,字符串,personal,0,30,30,,False | False | False
Army,TrainArmy,训练军队,ed_armyId,军队id,字符串,personal,0,30,30,,401004 | 401004 | 401003
Army,TrainArmy,训练军队,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,13 | 13 | 9
Army,HealArmy,治疗军队,ed_isInstant,是否立即完成,字符串,personal,0,30,30,,False | False | False
Army,HealArmy,治疗军队,ed_armyList,军队构成,字符串,personal,0,30,30,,"[{""soldier"": ""401003"", ""count"": ""6""}] | [{""soldier"": ""401003"", ""count"": ""4""}] | [{""soldier"": ""401003"", ""count"": ""6""}]"
Army,HealArmy,治疗军队,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,9 | 9 | 9
Dungeon,DungeonEventStart,副本事件开始,eventId,副本事件id,字符串,样本未发现,0,0,0,,
Dungeon,DungeonEventStart,副本事件开始,dungeonGuid,副本唯一id,字符串,样本未发现,0,0,0,,
Dungeon,DungeonEventStart,副本事件开始,dungeonId,副本id,字符串,样本未发现,0,0,0,,
Dungeon,DungeonEventStart,副本事件开始,ed_mainBuildingLevel,大本等级,数字,样本未发现,0,0,0,,
Dungeon,DungeonResult,探索副本结束,dungeonTimes,副本累计耗时（单位秒）,字符串,样本未发现,0,0,0,,
Dungeon,DungeonResult,探索副本结束,dungeonResult,副本结果,字符串,样本未发现,0,0,0,,
Dungeon,DungeonResult,探索副本结束,dungeonGuid,副本唯一id,字符串,样本未发现,0,0,0,,
Dungeon,DungeonResult,探索副本结束,dungeonId,副本id,字符串,样本未发现,0,0,0,,
Dungeon,DungeonResult,探索副本结束,ed_mainBuildingLevel,大本等级,数字,样本未发现,0,0,0,,
Dungeon,DungeonEnter,探索副本进入,dungeonGuid,副本唯一id,字符串,样本未发现,0,0,0,,
Dungeon,DungeonEnter,探索副本进入,dungeonId,副本id,字符串,样本未发现,0,0,0,,
Dungeon,DungeonEnter,探索副本进入,ed_mainBuildingLevel,大本等级,数字,样本未发现,0,0,0,,
Popup,PopupShow,展示面板,ed_popupName,面板名称,字符串,personal,0,30,30,,hero_list_panel | recruit_panel | recruit_reward_panel
Popup,PopupShow,展示面板,ed_popupExplain,面板参数说明,字符串,样本未发现,0,0,30,,
Popup,PopupShow,展示面板,ed_isActive,是否主动触发,字符串,样本未发现,0,0,30,,
Popup,PopupShow,展示面板,ed_pupupType,页面类型,字符串,personal,0,30,30,,-1 | -1 | -1
Popup,PopupShow,展示面板,ed_popupSource,页面跳转来源,字符串,样本未发现,0,0,30,,
Popup,PopupShow,展示面板,ed_mainBuildingLevel,大本等级,数字,personal,0,30,30,,9 | 9 | 9
Login,DownLoadDataTableRet,下载数据表返回,ed_isSuccess,返回结果,字符串,样本未发现,0,0,0,,
Login,DownLoadDataTableRet,下载数据表返回,ed_mainBuildingLevel,大本等级,数字,样本未发现,0,0,0,,
Login,DownLoadGameSceneRet,下载场景返回,ed_isSuccess,返回结果,字符串,样本未发现,0,0,0,,
Login,DownLoadGameSceneRet,下载场景返回,ed_mainBuildingLevel,大本等级,数字,样本未发现,0,0,0,,
